Sub_Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology ,Ear Wax Blockage,I have Reduced Hearing,I have Ear Fullness,I have Earache,I have Tinnitus,I have Dizziness,I have Vertigo,I have Cough,I have itching,I have Dizziness,I don't have flank pain,I don't have bone pain,I don't have blood in stool,I don't have white lesions,I don't have prognosis,I don't have blister,I don't have blackheads,I don't have rusty_sputum
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
Otolaryngology,Hyperacusis,I have Increased Sensitivity to Noise,I have Discomfort,I have Ear Pain,I have Tinnitus,I have Anxiety,I have Depression,I have Social Isolation,I have Insomnia,I have Concentration Issues,I don't have dischromic_patches,I don't have passage_of_gases,I don't have stiff_neck,I don't have swelling_joints,I don't have neck_pain,I don't have blister,I don't have knee_pain,I don't have brittle_nails
